# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ygeH	ER3413_2941	AIZ52655	protein_coding	3	2	3	40	0	0	0	0	25	1	0	3	0	0	0	0	2	0	0	2	15
ygeI	ER3413_2942	AIZ52656	protein_coding	0	0	0	53	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	22
ygeR	ER3413_2950	AIZ52660	protein_coding	0	0	2	93	0	0	0	0	36	0	0	2	0	0	0	0	0	0	0	0	57
ygeV	ER3413_2954	AIZ52664	protein_coding	0	0	1	78	0	0	0	0	62	0	0	1	0	0	0	0	0	0	0	0	16
ygeW	ER3413_2955	AIZ52665	protein_coding	0	0	2	99	0	0	0	0	53	0	0	2	0	0	0	0	0	0	0	0	46
ygeX	ER3413_2956	AIZ52666	protein_coding	0	5	0	85	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	5	36
ygeY	ER3413_2957	AIZ52667	protein_coding	1	2	4	58	0	0	0	0	48	1	0	4	0	0	0	0	0	0	0	2	10
ygfB	ER3413_2997	AIZ52707	protein_coding	0	1	9	126	0	0	0	0	50	0	0	9	0	0	0	0	0	0	0	1	76
ygfF	ER3413_2989	AIZ52699	protein_coding	0	0	5	113	0	0	0	0	52	0	0	5	0	0	0	0	0	0	0	0	61
ygfI	ER3413_3008	AIZ52719	protein_coding	0	1	2	30	0	0	0	0	25	0	0	2	0	0	0	0	0	0	0	1	5
ygfK	ER3413_2963	AIZ52674	protein_coding	0	0	0	60	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	45
ygfM	ER3413_2965	AIZ52676	protein_coding	0	8	3	28	0	0	0	0	26	0	0	3	0	0	0	0	0	0	0	8	2
ygfQ	ER3413_2969	AIZ52680	protein_coding	0	0	0	69	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	32
ygfS	ER3413_2970	AIZ52682	protein_coding	1	1	0	66	0	0	0	0	31	0	0	0	0	0	0	0	1	0	0	1	35
ygfT	ER3413_2971	AIZ52683	protein_coding	1	3	4	63	0	0	0	0	31	0	0	4	0	0	0	0	1	0	0	3	32
ygfZ	ER3413_2985	AIZ52695	protein_coding	0	5	3	108	0	0	0	0	50	0	0	3	0	0	0	0	0	0	0	5	58
yggC	ER3413_3016	AIZ52728	protein_coding	0	0	0	21	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1
yggD	ER3413_3017	AIZ52729	protein_coding	0	0	0	21	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1
yggE	ER3413_3010	AIZ52722	protein_coding	0	0	0	44	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	18
yggF	ER3413_3018	AIZ52730	protein_coding	1	0	0	22	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	6
yggI	ER3413_3031	AIZ52742	protein_coding	0	0	0	16	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2
yggL	ER3413_3048	AIZ52757	protein_coding	0	2	1	78	0	0	0	0	41	0	0	1	0	0	0	0	0	0	0	2	37
yggM	ER3413_3044	AIZ52754	protein_coding	0	0	0	110	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	61
yggN	ER3413_3046	AIZ52756	protein_coding	0	9	5	90	0	0	0	0	49	0	0	5	0	0	0	0	0	0	0	9	41
yggP	ER3413_3019	AIZ52731	protein_coding	0	0	0	25	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	8
yggR	ER3413_3038	AIZ52748	protein_coding	0	5	3	48	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	5	41
yggS	ER3413_3039	AIZ52749	protein_coding	1	1	1	55	0	0	0	0	41	0	0	1	0	0	0	0	1	0	0	1	14
yggT	ER3413_3040	AIZ52750	protein_coding	0	1	7	65	0	0	0	0	53	0	0	7	0	0	0	0	0	0	0	1	12
yggU	ER3413_3041	AIZ52751	protein_coding	0	8	5	63	0	0	0	0	43	0	0	5	0	0	0	0	0	0	0	8	20
yggW	ER3413_3043	AIZ52753	protein_coding	0	1	3	89	0	0	0	0	43	0	0	3	0	0	0	0	0	0	0	1	46
yggX	ER3413_3051	AIZ52761	protein_coding	0	0	0	66	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	61
yghA	ER3413_3096	AIZ52799	protein_coding	0	0	1	58	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	41
yghB	ER3413_3100	AIZ52805	protein_coding	0	0	1	49	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	37
yghD	ER3413_3057	AIZ52766	protein_coding	1	5	14	117	0	0	0	0	33	0	0	14	0	0	0	0	1	0	0	5	84
yghG	ER3413_3060	AIZ52767	protein_coding	0	5	3	126	0	0	0	0	80	0	0	3	0	0	0	0	0	0	0	5	46
yghJ	ER3413_3062	AIZ52769	protein_coding	0	6	19	114	0	0	0	0	109	0	0	19	0	0	0	0	0	0	0	6	5
yghQ	ER3413_3073	AIZ52779	protein_coding	0	0	0	68	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0
yghR	ER3413_3074	AIZ52780	protein_coding	0	0	0	42	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
yghS	ER3413_3075	AIZ52781	protein_coding	0	0	0	23	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
yghW	ER3413_3090	AIZ52796	protein_coding	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51
ygiB	ER3413_3125	AIZ52830	protein_coding	0	2	3	65	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	2	64
ygiC	ER3413_3126	AIZ52831	protein_coding	0	0	0	63	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	59
ygiD	ER3413_3127	AIZ52832	protein_coding	0	0	1	16	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	3
ygiF	ER3413_3143	AIZ52847	protein_coding	0	9	12	142	0	0	0	0	25	0	0	12	0	0	0	0	0	0	0	9	117
ygiL	ER3413_3132	AIZ52836	protein_coding	1	0	0	41	0	0	0	0	40	0	0	0	0	0	0	0	1	0	0	0	1
ygiM	ER3413_3144	AIZ52848	protein_coding	0	4	5	216	0	0	0	0	160	0	0	5	0	0	0	0	0	0	0	4	56
ygiN	ER3413_3118	AIZ52822	protein_coding	0	0	0	84	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	27
ygiQ	ER3413_3107	AIZ52811	protein_coding	0	5	0	59	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	5	46
ygiS	ER3413_3111	AIZ52815	protein_coding	1	0	3	75	0	0	0	0	48	0	0	3	0	0	0	0	1	0	0	0	27
ygiV	ER3413_3113	AIZ52817	protein_coding	1	2	2	45	0	0	0	0	36	0	0	2	0	0	0	0	1	0	0	2	9
ygiW	ER3413_3114	AIZ52818	protein_coding	0	1	1	47	0	0	0	0	40	0	0	1	0	0	0	0	0	0	0	1	7
ygiZ	ER3413_4562	AIZ54230	protein_coding	0	0	0	87	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	57
ygjH	ER3413_3165	AIZ52867	protein_coding	0	0	1	19	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	16
ygjI	ER3413_3169	AIZ52871	protein_coding	0	0	0	21	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	16
ygjJ	ER3413_3170	AIZ52873	protein_coding	0	3	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	1
ygjK	ER3413_3171	AIZ52874	protein_coding	0	0	1	51	0	0	0	0	47	0	0	1	0	0	0	0	0	0	0	0	4
ygjP	ER3413_3177	AIZ52879	protein_coding	0	6	0	111	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	6	41
ygjQ	ER3413_3178	AIZ52880	protein_coding	0	4	9	104	0	0	0	0	56	0	0	9	0	0	0	0	0	0	0	4	48
ygjR	ER3413_3179	AIZ52881	protein_coding	2	5	6	120	0	0	0	0	60	0	0	6	0	0	0	0	2	0	0	5	60
ygjV	ER3413_3182	AIZ52885	protein_coding	0	2	3	156	0	0	0	0	65	0	0	3	0	0	0	0	0	0	0	2	91
yhaB	ER3413_3212	AIZ52916	protein_coding	0	0	0	112	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	81
yhaC	ER3413_3213	AIZ52917	protein_coding	0	1	0	109	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	1	79
yhaH	ER3413_3196	AIZ52899	protein_coding	0	4	13	91	0	0	1	0	59	0	0	12	0	0	0	0	0	0	0	4	32
yhaI	ER3413_3197	AIZ52900	protein_coding	1	3	5	86	0	0	0	0	42	0	0	5	0	0	0	0	1	0	0	3	44
yhaJ	ER3413_3198	AIZ52901	protein_coding	1	8	15	85	0	0	0	0	53	0	0	15	0	0	0	0	1	0	0	8	32
yhaK	ER3413_3199	AIZ52902	protein_coding	0	2	0	110	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	2	77
yhaL	ER3413_3200	AIZ52905	protein_coding	0	0	0	112	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	79
yhaM	ER3413_3201	AIZ52906	protein_coding	0	9	5	99	0	0	0	0	78	0	0	5	0	0	0	0	0	0	0	9	21
yhaO	ER3413_3202	AIZ52907	protein_coding	0	1	1	127	0	0	0	0	91	0	0	1	0	0	0	0	0	0	0	1	36
yhaV	ER3413_3222	AIZ52925	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
yhbE	ER3413_3278	AIZ52979	protein_coding	0	0	1	20	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	17
yhbJ	ER3413_3299	AIZ53001	protein_coding	0	1	1	47	0	0	0	0	30	0	0	1	0	0	0	0	0	0	0	1	17
yhbV	ER3413_3252	AIZ52955	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
yhbW	ER3413_3253	AIZ52956	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
yhbX	ER3413_3267	AIZ52968	protein_coding	0	1	0	19	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	14
yhbY	ER3413_3274	AIZ52975	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5
yhcB	ER3413_3318	AIZ53022	protein_coding	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
yhcF	ER3413_3304	AIZ53007	protein_coding	0	4	1	38	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	4	32
yhcG	ER3413_3305	AIZ53008	protein_coding	0	0	0	44	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	35
yhcH	ER3413_3306	AIZ53009	protein_coding	0	0	0	42	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	11
yhcM	ER3413_3317	AIZ53021	protein_coding	0	0	1	27	0	0	0	0	27	0	0	1	0	0	0	0	0	0	0	0	0
yhcN	ER3413_3323	AIZ53028	protein_coding	0	0	0	27	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
yhcO	ER3413_3324	AIZ53029	protein_coding	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
yhdE	ER3413_3332	AIZ53038	protein_coding	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73
yhdJ	ER3413_3347	ER3413_3347	pseudogene	0	0	0	46	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	30
yhdN	ER3413_3379	AIZ53074	protein_coding	1	2	6	46	0	0	0	0	8	0	0	6	0	0	1	0	0	0	0	2	38
yhdP	ER3413_3330	AIZ53036	protein_coding	0	0	0	82	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	63
yhdT	ER3413_3342	AIZ53046	protein_coding	0	0	0	36	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	14
yhdU	ER3413_3348	AIZ53051	protein_coding	0	0	0	40	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	22
yhdV	ER3413_3352	AIZ53055	protein_coding	0	0	2	63	0	0	0	0	40	0	0	2	0	0	0	0	0	0	0	0	23
yhdX	ER3413_3355	AIZ53056	protein_coding	3	3	9	52	0	0	0	0	14	0	0	9	0	0	0	0	3	0	0	3	38
yhdY	ER3413_3356	AIZ53057	protein_coding	1	1	3	71	0	0	0	0	23	0	0	3	0	0	0	0	1	0	0	1	48
yhdZ	ER3413_3357	AIZ53058	protein_coding	0	0	0	83	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	49
yheO	ER3413_3432	AIZ53133	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yheS	ER3413_3439	AIZ53140	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
yheT	ER3413_3440	AIZ53142	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
yheU	ER3413_3441	AIZ53143	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
yheV	ER3413_3436	AIZ53137	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhfA	ER3413_3443	AIZ53145	protein_coding	0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9
yhfG	ER3413_3449	AIZ53151	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2
yhfK	ER3413_3445	AIZ53147	protein_coding	0	0	2	11	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	5
yhfL	ER3413_3457	AIZ53159	protein_coding	0	0	0	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2
yhfS	ER3413_3463	AIZ53166	protein_coding	0	0	0	40	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	30
yhfT	ER3413_3464	AIZ53167	protein_coding	0	0	0	57	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	56
yhfU	ER3413_3465	AIZ53168	protein_coding	0	0	0	61	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	60
yhfW	ER3413_3467	AIZ53170	protein_coding	0	4	8	85	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	4	82
yhfX	ER3413_3468	AIZ53171	protein_coding	1	9	5	83	0	0	0	0	14	0	0	5	0	0	0	0	1	0	0	9	69
yhfY	ER3413_3469	AIZ53172	protein_coding	0	7	4	87	0	0	0	0	31	0	0	4	0	0	0	0	0	0	0	7	56
yhfZ	ER3413_3470	AIZ53174	protein_coding	2	5	7	88	0	0	0	1	43	0	0	7	0	0	0	0	2	0	0	5	45
yhgA	ER3413_3501	AIZ53206	protein_coding	0	0	0	40	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	1
yhgE	ER3413_3491	AIZ53195	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yhgF	ER3413_3497	AIZ53200	protein_coding	0	0	0	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2
yhgN	ER3413_3524	AIZ53228	protein_coding	1	9	4	101	0	0	0	0	41	0	0	4	0	1	0	0	0	1	0	9	60
yhhA	ER3413_3538	AIZ53241	protein_coding	1	6	11	148	0	0	0	0	134	0	0	11	0	0	0	0	1	0	0	6	14
yhhH	ER3413_4580	AIZ54250	protein_coding	0	4	7	175	0	0	0	0	141	0	0	7	0	0	0	0	0	0	0	4	34
yhhI	ER3413_3574	AIZ53279	protein_coding	3	20	10	191	0	0	0	0	132	0	0	10	0	1	1	0	2	0	1	19	59
yhhJ	ER3413_3575	AIZ53280	protein_coding	2	15	22	203	0	0	0	0	94	0	0	22	0	0	0	0	2	0	0	15	109
yhhL	ER3413_3557	AIZ53260	protein_coding	1	0	0	59	0	0	0	0	46	1	0	0	0	0	0	0	0	0	0	0	13
yhhM	ER3413_3558	AIZ53261	protein_coding	0	0	2	63	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	53
yhhN	ER3413_3559	AIZ53262	protein_coding	0	4	5	60	0	0	0	0	49	0	0	5	0	0	0	0	0	0	0	4	11
yhhQ	ER3413_3562	AIZ53266	protein_coding	0	1	2	89	0	0	0	0	49	0	0	2	0	0	0	0	0	0	0	1	40
yhhS	ER3413_3564	AIZ53268	protein_coding	1	8	11	73	0	0	0	0	54	0	0	11	0	0	0	0	1	0	0	8	19
yhhT	ER3413_3565	AIZ53269	protein_coding	0	5	7	57	0	0	0	0	11	0	0	7	0	0	0	0	0	0	0	5	46
yhhW	ER3413_3528	AIZ53232	protein_coding	0	3	3	93	0	0	0	0	70	0	0	3	0	0	0	0	0	0	0	3	23
yhhX	ER3413_3529	AIZ53233	protein_coding	0	5	1	67	0	0	0	0	52	0	0	1	0	0	0	0	0	0	0	5	15
yhhY	ER3413_3530	AIZ53235	protein_coding	0	1	2	47	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	1	34
yhhZ	ER3413_3531	AIZ53236	protein_coding	1	1	4	88	0	0	0	0	58	0	0	4	0	0	0	0	1	0	0	1	30
yhiD	ER3413_3604	AIZ53305	protein_coding	0	0	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3
yhiI	ER3413_3577	AIZ53282	protein_coding	0	7	12	221	0	0	0	0	145	0	0	12	0	0	0	1	0	0	0	6	76
yhiJ	ER3413_3579	AIZ53283	protein_coding	1	26	8	190	0	0	0	0	120	0	0	8	0	0	0	0	1	0	0	26	70
yhiM	ER3413_3583	AIZ53285	protein_coding	0	8	5	176	0	0	0	0	93	0	0	5	0	0	0	0	0	0	0	8	83
yhiN	ER3413_3584	AIZ53286	protein_coding	1	7	15	146	0	0	0	0	77	0	0	15	0	1	0	0	1	0	1	6	69
yhjA	ER3413_3614	AIZ53316	protein_coding	0	2	2	29	0	0	0	0	15	0	0	2	0	0	0	0	0	0	0	2	14
yhjB	ER3413_3616	AIZ53318	protein_coding	0	1	1	29	0	0	0	0	27	0	0	1	0	0	0	0	0	0	0	1	2
yhjC	ER3413_3618	AIZ53319	protein_coding	0	0	1	41	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	0	19
yhjD	ER3413_3619	AIZ53320	protein_coding	0	0	0	40	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	16
yhjE	ER3413_3620	AIZ53322	protein_coding	0	0	0	41	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	15
yhjG	ER3413_3621	AIZ53323	protein_coding	0	6	15	10	0	0	0	0	4	0	0	15	0	0	0	0	0	0	0	6	6
yhjH	ER3413_3622	AIZ53324	protein_coding	0	1	1	27	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	1	5
yhjJ	ER3413_3625	AIZ53326	protein_coding	0	0	1	31	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	6
yhjK	ER3413_3628	AIZ53328	protein_coding	0	1	1	13	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	1	7
yhjR	ER3413_3634	AIZ53334	protein_coding	0	1	2	62	0	0	0	0	26	0	0	2	0	0	0	0	0	0	0	1	36
yhjV	ER3413_3640	AIZ53341	protein_coding	0	5	7	91	0	0	0	0	49	0	0	7	0	0	0	0	0	0	0	5	42
yhjX	ER3413_3650	AIZ53349	protein_coding	0	0	0	50	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	1
yhjY	ER3413_3651	AIZ53350	protein_coding	0	0	0	33	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	1
yiaA	ER3413_3667	AIZ53367	protein_coding	0	0	0	24	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	2
yiaB	ER3413_3668	AIZ53368	protein_coding	0	0	0	23	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	2
yiaC	ER3413_3654	AIZ53353	protein_coding	0	0	0	25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24
yiaD	ER3413_3655	AIZ53354	protein_coding	0	1	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0
yiaF	ER3413_3657	AIZ53356	protein_coding	0	0	0	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	32
yiaG	ER3413_3658	AIZ53357	protein_coding	0	1	0	32	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	1	2
yiaJ	ER3413_3681	AIZ53380	protein_coding	0	8	5	57	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	8	52
yiaK	ER3413_3682	AIZ53381	protein_coding	2	11	8	54	0	0	0	0	20	0	0	8	0	0	0	0	2	0	0	11	34
yiaL	ER3413_3683	AIZ53382	protein_coding	0	0	2	74	0	0	0	0	20	0	0	2	0	0	0	0	0	0	0	0	54
yiaM	ER3413_3684	AIZ53383	protein_coding	0	0	3	73	0	0	0	0	16	0	0	3	0	0	0	0	0	0	0	0	57
yiaN	ER3413_3685	AIZ53384	protein_coding	0	1	8	66	0	0	0	0	7	0	0	8	0	0	0	0	0	0	0	1	59
yiaO	ER3413_3686	AIZ53385	protein_coding	0	0	0	75	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	68
yiaQ	ER3413_3688	AIZ53387	protein_coding	1	2	2	37	0	0	1	0	20	1	0	1	0	0	0	0	0	0	0	2	17
yiaR	ER3413_3689	AIZ53388	protein_coding	0	0	0	63	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	20
yiaS	ER3413_3690	AIZ53390	protein_coding	0	0	0	58	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	15
yiaT	ER3413_3691	AIZ53391	protein_coding	0	0	0	50	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	43
yiaU	ER3413_3693	AIZ53393	protein_coding	0	0	0	50	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	7
yiaV	ER3413_3692	AIZ53392	protein_coding	1	7	9	33	0	0	0	0	6	1	0	9	0	0	0	0	0	0	0	7	27
yiaW	ER3413_3694	AIZ53394	protein_coding	1	2	2	40	0	0	0	0	18	0	0	2	0	0	0	0	1	0	0	2	22
yiaY	ER3413_3697	AIZ53396	protein_coding	0	0	0	54	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	11
yibA	ER3413_3703	AIZ53403	protein_coding	0	0	0	49	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	23
yibB	ER3413_3729	AIZ53427	protein_coding	0	0	4	20	0	0	0	0	12	0	0	4	0	0	0	0	0	0	0	0	8
yibD	ER3413_3725	AIZ53423	protein_coding	0	0	0	85	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	20
yibF	ER3413_3700	AIZ53401	protein_coding	0	0	0	25	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	23
yibG	ER3413_4597	AIZ54268	protein_coding	0	0	0	47	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	6
yibH	ER3413_3706	AIZ53404	protein_coding	1	4	0	46	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	4	43
yibI	ER3413_3707	AIZ53405	protein_coding	0	2	3	47	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	2	39
yibL	ER3413_3713	AIZ53410	protein_coding	0	0	0	64	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	39
yibN	ER3413_3722	AIZ53420	protein_coding	0	1	0	122	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	1	52
yibQ	ER3413_3726	AIZ53424	protein_coding	0	0	0	95	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	77
yibT	ER3413_3712	AIZ53409	protein_coding	0	0	0	55	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	9
yicC	ER3413_3755	AIZ53456	protein_coding	0	5	9	155	0	0	0	0	75	0	0	9	0	0	0	0	0	0	0	5	80
yicG	ER3413_3758	AIZ53459	protein_coding	2	33	10	112	0	0	0	0	39	0	0	10	0	0	0	0	2	0	0	33	73
yicH	ER3413_3766	AIZ53468	protein_coding	0	0	0	86	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0
yicI	ER3413_3767	AIZ53469	protein_coding	0	4	8	79	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	79
yicJ	ER3413_3768	AIZ53470	protein_coding	1	24	13	54	0	0	0	0	12	0	0	13	0	0	0	0	1	0	0	24	42
yicL	ER3413_3772	AIZ53472	protein_coding	0	1	0	92	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	90
yicN	ER3413_3776	AIZ53476	protein_coding	0	0	1	42	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	33
yicO	ER3413_3777	AIZ53477	protein_coding	0	0	0	74	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	69
yicR	ER3413_3749	AIZ53449	protein_coding	0	8	3	127	0	0	0	0	45	0	0	3	0	0	0	0	0	0	0	8	82
yicS	ER3413_3774	AIZ53474	protein_coding	0	0	1	50	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	47
yidA	ER3413_3810	AIZ53509	protein_coding	0	14	5	69	0	0	0	0	25	0	0	5	0	0	0	0	0	0	0	14	44
yidB	ER3413_3811	AIZ53510	protein_coding	0	0	0	88	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	42
yidC	ER3413_3818	AIZ53517	protein_coding	0	0	0	61	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	31
yidD	ER3413_4564	AIZ54232	protein_coding	0	0	0	45	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	37
yidE	ER3413_3797	AIZ53494	protein_coding	0	3	0	29	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	3	17
yidF	ER3413_3786	AIZ53486	protein_coding	0	0	0	67	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	23
yidG	ER3413_3787	AIZ53487	protein_coding	0	0	0	68	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	24
yidH	ER3413_3788	AIZ53488	protein_coding	0	0	0	68	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	24
yidI	ER3413_3789	AIZ53489	protein_coding	1	2	5	60	0	0	0	0	16	0	0	5	0	1	0	0	0	1	0	2	44
yidJ	ER3413_3790	AIZ53491	protein_coding	0	0	4	65	0	0	0	0	51	0	0	4	0	0	0	0	0	0	0	0	14
yidK	ER3413_3791	AIZ53492	protein_coding	0	2	3	63	0	0	0	0	54	0	0	3	0	0	0	0	0	0	0	2	9
yidL	ER3413_3793	AIZ53493	protein_coding	0	2	3	24	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	2	19
yidP	ER3413_3798	AIZ53495	protein_coding	0	0	0	34	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	14
yidQ	ER3413_3801	AIZ53500	protein_coding	0	1	0	21	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	19
yidR	ER3413_3802	AIZ53501	protein_coding	0	0	0	30	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	10
